CIT_ID_NO_x,legal_form,sector,province,small_business,revenue,expenditure,income,tax_free_income_total,tax_base_before_deductions,deductions_from_tax_base,income_tax_base_after_deductions,citax,weight_x,tax_collected_under_current_policy,weighted_tax_collected_under_current_policy,ID_NO,CIT_ID_NO_y,tax_collected_under_benchmark_cit_rate_small_business,weight_y,weighted_tax_collected_under_benchmark_cit_rate_small_business,tax_expenditure_Small Corporations Tax rate,tax_expenditure_Rate at which Small Corporations are Taxed,CIT_ID_NO_x,tax_collected_under_benchmark_percent_exempt_rate_tax_free_income_statistic_purpose_art_17_1_4d_etc,weight_x,weighted_tax_collected_under_benchmark_percent_exempt_rate_tax_free_income_statistic_purpose_art_17_1_4d_etc,"tax_expenditure_Revenue(s) Tax-Free, Intended For Statutory Purposes or Other Purposes","tax_expenditure_Dochody(Przych.) Wolne Od Pod.,Cele Stat.",CIT_ID_NO_y,tax_collected_under_benchmark_percent_exempt_rate_tax_free_income_art_17_1_4,weight_y,weighted_tax_collected_under_benchmark_percent_exempt_rate_tax_free_income_art_17_1_4,tax_expenditure_Tax-Free Income from (Article 17 (1) (4)),tax_expenditure_Dochody Wolne Od Podatku (Art.17 Ust.1 Pkt 4),CIT_ID_NO_x,tax_collected_under_benchmark_percent_exempt_rate_tax_free_income_non_agriculture_art_17_1_4e,weight_x,weighted_tax_collected_under_benchmark_percent_exempt_rate_tax_free_income_non_agriculture_art_17_1_4e,tax_expenditure_Tax Free Income from Non-Agricultural Activities,tax_expenditure_Dochody Z DziaÅ‚alnoÅ›ci Pozarolniczej-Wolne Od Podatku,CIT_ID_NO_y,tax_collected_under_benchmark_percent_exempt_rate_tax_free_income_subsidies_art_17_1_21,weight_y,weighted_tax_collected_under_benchmark_percent_exempt_rate_tax_free_income_subsidies_art_17_1_21,"tax_expenditure_Grants, Subsidies, Surcharges And Other Gratuitous Benefits","tax_expenditure_Dotacje, Subwen., DopÅ‚aty I Inne Nieodp. Swiad.-Wolne Od Podatku",CIT_ID_NO_x,tax_collected_under_benchmark_percent_exempt_rate_tax_free_income_art_17_1_23_24,weight_x,weighted_tax_collected_under_benchmark_percent_exempt_rate_tax_free_income_art_17_1_23_24,tax_expenditure_Totax-Free Income Pursuant to Article 17 Clause 1 point 23 and 24,tax_expenditure_DochÃ³d Wolny Od Podatku na Podstawie Art. 17 Ust.1 Pkt 23 I Pkt 24,CIT_ID_NO_y,tax_collected_under_benchmark_percent_exempt_rate_tax_free_income_art_17_1_34,weight_y,weighted_tax_collected_under_benchmark_percent_exempt_rate_tax_free_income_art_17_1_34,tax_expenditure_Tax-Free Income Pursuant to Article 17(1) point 34,tax_expenditure_Dochody Wolne Od Podatku Na Podstawie Art.17 Ust.1 Pkt.34,CIT_ID_NO_x,tax_collected_under_benchmark_percent_exempt_rate_tax_free_income_art_17_1_39,weight_x,weighted_tax_collected_under_benchmark_percent_exempt_rate_tax_free_income_art_17_1_39,tax_expenditure_Tax-Free Income Pursuant to Article 17(1) point 39,tax_expenditure_Dochody Wolne Od Podatku na Podstawie Art.17 Ust.1 Pkt.34,CIT_ID_NO_y,tax_collected_under_benchmark_percent_exempt_rate_tax_free_income_housing_coops_art_17_1_44,weight_y,weighted_tax_collected_under_benchmark_percent_exempt_rate_tax_free_income_housing_coops_art_17_1_44,"tax_expenditure_Income of Housing Cooperatives, Housing Associations-Tax Free","tax_expenditure_Dochody SpÃ³Å‚dzielni Mieszkan.,WspÃ³lnot Mieszkan-Wolne od Podatku",CIT_ID_NO_x,tax_collected_under_benchmark_percent_exempt_rate_tax_free_income_subsidies_state_local_art_17_1_47,weight_x,weighted_tax_collected_under_benchmark_percent_exempt_rate_tax_free_income_subsidies_state_local_art_17_1_47,tax_expenditure_Subsidies from the State Budget or Local Government-Tax-Free,tax_expenditure_Dotacje z BudÅ¼etu PaÅ„stwa Lub Jst- Wolne od Podatku,CIT_ID_NO_y,tax_collected_under_benchmark_percent_exempt_rate_tax_free_income_amounts_government_agencies_art_17_1_48,weight_y,weighted_tax_collected_under_benchmark_percent_exempt_rate_tax_free_income_amounts_government_agencies_art_17_1_48,tax_expenditure_Amounts from Government Agencies or Executive Agencies-Tax-Free,tax_expenditure_Kwoty od Agencji RzÄ…dowych Lub Agencji Wykonawczych-Wolne od Podat.,CIT_ID_NO_x,tax_collected_under_benchmark_percent_exempt_rate_tax_free_income_agriculture_producer_groups_art_17_1_49,weight_x,weighted_tax_collected_under_benchmark_percent_exempt_rate_tax_free_income_agriculture_producer_groups_art_17_1_49,tax_expenditure_Income of Agricultural Producer Groups-Tax Free,tax_expenditure_Dochody Grup ProducentÃ³w Rolnych-Wolne od Podatku Na,CIT_ID_NO_y,tax_collected_under_benchmark_percent_exempt_rate_tax_free_income_financial_programs_central_europe_art_17_1_52,weight_y,weighted_tax_collected_under_benchmark_percent_exempt_rate_tax_free_income_financial_programs_central_europe_art_17_1_52,tax_expenditure_Income from Paying Financial Programs from Central Europe-Tax Free,tax_expenditure_Dochody z Tyt. PÅ‚atn. Progr.Finans.z Udz.Å›rod.Europ.-od Podatku,CIT_ID_NO_x,tax_collected_under_benchmark_percent_exempt_rate_tax_free_income_environmental_finances_art_17_1_53,weight_x,weighted_tax_collected_under_benchmark_percent_exempt_rate_tax_free_income_environmental_finances_art_17_1_53,"tax_expenditure_Income from Environmental Finances, Received by Project Participant-Free of Tax","tax_expenditure_Dochody z Tyt. Å›rod.Fin., Otrz. Przez Uczest.Proj.-Wolne od Podatku",CIT_ID_NO_y,tax_collected_under_benchmark_percent_exempt_rate_tax_free_income_other_art_17_1,weight_y,weighted_tax_collected_under_benchmark_percent_exempt_rate_tax_free_income_other_art_17_1,tax_expenditure_Other Income-Free of Tax Pursuant to Article 17 clause 1,tax_expenditure_PozostaÅ‚e Dochody (Przychody) Wolne od Podatku z Art.17 Ust.1 ,CIT_ID_NO,tax_collected_under_benchmark_percent_exempt_rate_tax_free_income_other,weight,weighted_tax_collected_under_benchmark_percent_exempt_rate_tax_free_income_other,tax_expenditure_Tax-Free Income-Other,tax_expenditure_Dochody Wolne od Podatku-Inne
21,0.0,Wholesale/Retail Trade,Wielkopolskie,0,8698242.01,8441271.47,256970.5399999991,0.0,256970.5399999991,0.0,256970.5399999991,48824.402599999834,800,48824.402599999834,39059522.079999864,A21,21,48824,800,39059522,0.0,0.0,21,48824,800,39059522,0.0,0.0,21,48824,800,39059522,0.0,0.0,21,48824,800,39059522,0.0,0.0,21,48824,800,39059522,0.0,0.0,21,48824,800,39059522,0.0,0.0,21,48824,800,39059522,0.0,0.0,21,48824,800,39059522,0.0,0.0,21,48824,800,39059522,0.0,0.0,21,48824,800,39059522,0.0,0.0,21,48824,800,39059522,0.0,0.0,21,48824,800,39059522,0.0,0.0,21,48824,800,39059522,0.0,0.0,21,48824,800,39059522,0.0,0.0,21,48824,800,39059522,0.0,0.0,21,48824,800,39059522,0.0,0.0
22,0.0,Utilities,Wielkopolskie,0,8697531.21,8050993.33,646537.8800000008,0.0,587318.5400000009,0.0,587318.5400000009,111590.52260000016,800,111590.52260000016,89272418.08000013,A22,22,111591,800,89272418,0.0,0.0,22,111591,800,89272418,0.0,0.0,22,111591,800,89272418,0.0,0.0,22,111591,800,89272418,0.0,0.0,22,111591,800,89272418,0.0,0.0,22,111591,800,89272418,0.0,0.0,22,111591,800,89272418,0.0,0.0,22,111591,800,89272418,0.0,0.0,22,111591,800,89272418,0.0,0.0,22,111591,800,89272418,0.0,0.0,22,111591,800,89272418,0.0,0.0,22,111591,800,89272418,0.0,0.0,22,111591,800,89272418,0.0,0.0,22,111591,800,89272418,0.0,0.0,22,111591,800,89272418,0.0,0.0,22,111591,800,89272418,0.0,0.0
23,0.0,Construction,Mazowieckie,0,8697300.57,8080943.35,616357.2200000007,0.0,6.984919309616089e-10,0.0,6.984919309616089e-10,1.327134668827057e-10,800,1.327134668827057e-10,1.0617077350616456e-07,A23,23,0,800,0,0.0,0.0,23,0,800,0,0.0,0.0,23,0,800,0,0.0,0.0,23,0,800,0,0.0,0.0,23,0,800,0,0.0,0.0,23,0,800,0,0.0,0.0,23,0,800,0,0.0,0.0,23,0,800,0,0.0,0.0,23,0,800,0,0.0,0.0,23,0,800,0,0.0,0.0,23,0,800,0,0.0,0.0,23,0,800,0,0.0,0.0,23,0,800,0,0.0,0.0,23,0,800,0,0.0,0.0,23,0,800,0,0.0,0.0,23,0,800,0,0.0,0.0
24,0.0,Wholesale/Retail Trade,Świętokrzyskie,0,8694420.08,8676011.94,18408.140000000596,0.0,5.966285243630409e-10,0.0,5.966285243630409e-10,1.1335941962897778e-10,800,1.1335941962897778e-10,9.068753570318222e-08,A24,24,0,800,0,0.0,0.0,24,0,800,0,0.0,0.0,24,0,800,0,0.0,0.0,24,0,800,0,0.0,0.0,24,0,800,0,0.0,0.0,24,0,800,0,0.0,0.0,24,0,800,0,0.0,0.0,24,0,800,0,0.0,0.0,24,0,800,0,0.0,0.0,24,0,800,0,0.0,0.0,24,0,800,0,0.0,0.0,24,0,800,0,0.0,0.0,24,0,800,0,0.0,0.0,24,0,800,0,0.0,0.0,24,0,800,0,0.0,0.0,24,0,800,0,0.0,0.0
25,0.0,Not determined,Świętokrzyskie,0,8694359.17,8667164.16,27195.009999999776,27195.01,0.0,0.0,0.0,0.0,800,0.0,0.0,A25,25,0,800,0,0.0,0.0,25,0,800,0,0.0,0.0,25,0,800,0,0.0,0.0,25,0,800,0,0.0,0.0,25,0,800,0,0.0,0.0,25,0,800,0,0.0,0.0,25,0,800,0,0.0,0.0,25,0,800,0,0.0,0.0,25,0,800,0,0.0,0.0,25,0,800,0,0.0,0.0,25,0,800,0,0.0,0.0,25,5167,800,4133642,4.133641519999966,4.133641519999966,25,0,800,0,0.0,0.0,25,0,800,0,0.0,0.0,25,0,800,0,0.0,0.0,25,0,800,0,0.0,0.0
26,0.0,Education,Wielkopolskie,0,8693362.0,3593171.19,5100190.8100000005,4963547.8,136343.0100000007,0.0,136343.0100000007,25905.171900000136,800,25905.171900000136,20724137.520000108,A26,26,25905,800,20724138,0.0,0.0,26,133118,800,106494740,85.77060256000006,85.77060256000006,26,25905,800,20724138,0.0,0.0,26,25905,800,20724138,0.0,0.0,26,25905,800,20724138,0.0,0.0,26,35105,800,28084057,7.359919039999932,7.359919039999932,26,25905,800,20724138,0.0,0.0,26,25905,800,20724138,0.0,0.0,26,25905,800,20724138,0.0,0.0,26,852566,800,682052882,661.328744,661.328744,26,25905,800,20724138,0.0,0.0,26,25905,800,20724138,0.0,0.0,26,25905,800,20724138,0.0,0.0,26,25905,800,20724138,0.0,0.0,26,25905,800,20724138,0.0,0.0,26,25905,800,20724138,0.0,0.0
27,0.0,Manufacturing,Łódzkie,0,8693160.03,8626114.44,67045.58999999985,0.0,67045.58999999985,0.0,67045.58999999985,12738.662099999972,800,12738.662099999972,10190929.679999977,A27,27,12739,800,10190930,0.0,0.0,27,12739,800,10190930,0.0,0.0,27,12739,800,10190930,0.0,0.0,27,12739,800,10190930,0.0,0.0,27,12739,800,10190930,0.0,0.0,27,12739,800,10190930,0.0,0.0,27,12739,800,10190930,0.0,0.0,27,12739,800,10190930,0.0,0.0,27,12739,800,10190930,0.0,0.0,27,12739,800,10190930,0.0,0.0,27,12739,800,10190930,0.0,0.0,27,12739,800,10190930,0.0,0.0,27,12739,800,10190930,0.0,0.0,27,12739,800,10190930,0.0,0.0,27,12739,800,10190930,0.0,0.0,27,12739,800,10190930,0.0,0.0
28,0.0,Construction,Śląskie,0,8693003.78,7987426.8,705576.9799999995,0.0,705576.9799999995,0.0,705576.9799999995,134059.6261999999,800,134059.6261999999,107247700.95999993,A28,28,134060,800,107247701,0.0,0.0,28,134060,800,107247701,0.0,0.0,28,134060,800,107247701,0.0,0.0,28,134060,800,107247701,0.0,0.0,28,134060,800,107247701,0.0,0.0,28,134060,800,107247701,0.0,0.0,28,134060,800,107247701,0.0,0.0,28,134060,800,107247701,0.0,0.0,28,134060,800,107247701,0.0,0.0,28,134060,800,107247701,0.0,0.0,28,134060,800,107247701,0.0,0.0,28,134060,800,107247701,0.0,0.0,28,134060,800,107247701,0.0,0.0,28,134060,800,107247701,0.0,0.0,28,134060,800,107247701,0.0,0.0,28,134060,800,107247701,0.0,0.0
29,0.0,Professional/Scientific,Mazowieckie,0,8692862.43,8326029.66,366832.76999999955,0.0,366832.76999999955,0.0,366832.76999999955,69698.22629999992,800,69698.22629999992,55758581.03999994,A29,29,69698,800,55758581,0.0,0.0,29,69698,800,55758581,0.0,0.0,29,69698,800,55758581,0.0,0.0,29,69698,800,55758581,0.0,0.0,29,69698,800,55758581,0.0,0.0,29,69698,800,55758581,0.0,0.0,29,69698,800,55758581,0.0,0.0,29,69698,800,55758581,0.0,0.0,29,69698,800,55758581,0.0,0.0,29,69698,800,55758581,0.0,0.0,29,69698,800,55758581,0.0,0.0,29,69698,800,55758581,0.0,0.0,29,69698,800,55758581,0.0,0.0,29,69698,800,55758581,0.0,0.0,29,69698,800,55758581,0.0,0.0,29,69698,800,55758581,0.0,0.0
30,0.0,Manufacturing,Małopolskie,0,8692204.62,8522631.4,169573.2199999988,0.0,0.0,0.0,0.0,0.0,800,0.0,0.0,A30,30,0,800,0,0.0,0.0,30,0,800,0,0.0,0.0,30,0,800,0,0.0,0.0,30,0,800,0,0.0,0.0,30,0,800,0,0.0,0.0,30,0,800,0,0.0,0.0,30,0,800,0,0.0,0.0,30,0,800,0,0.0,0.0,30,0,800,0,0.0,0.0,30,0,800,0,0.0,0.0,30,0,800,0,0.0,0.0,30,0,800,0,0.0,0.0,30,0,800,0,0.0,0.0,30,0,800,0,0.0,0.0,30,0,800,0,0.0,0.0,30,0,800,0,0.0,0.0
31,0.0,Construction,Mazowieckie,0,8691871.43,8441379.57,250491.8599999994,0.0,250491.8599999994,0.0,250491.8599999994,47593.45339999989,800,47593.45339999989,38074762.71999991,A31,31,47593,800,38074763,0.0,0.0,31,47593,800,38074763,0.0,0.0,31,47593,800,38074763,0.0,0.0,31,47593,800,38074763,0.0,0.0,31,47593,800,38074763,0.0,0.0,31,47593,800,38074763,0.0,0.0,31,47593,800,38074763,0.0,0.0,31,47593,800,38074763,0.0,0.0,31,47593,800,38074763,0.0,0.0,31,47593,800,38074763,0.0,0.0,31,47593,800,38074763,0.0,0.0,31,47593,800,38074763,0.0,0.0,31,47593,800,38074763,0.0,0.0,31,47593,800,38074763,0.0,0.0,31,47593,800,38074763,0.0,0.0,31,47593,800,38074763,0.0,0.0
32,0.0,Wholesale/Retail Trade,Mazowieckie,0,8691669.28,8739399.91,0.0,0.0,0.0,0.0,0.0,0.0,800,0.0,0.0,A32,32,0,800,0,0.0,0.0,32,0,800,0,0.0,0.0,32,0,800,0,0.0,0.0,32,0,800,0,0.0,0.0,32,0,800,0,0.0,0.0,32,0,800,0,0.0,0.0,32,0,800,0,0.0,0.0,32,0,800,0,0.0,0.0,32,0,800,0,0.0,0.0,32,0,800,0,0.0,0.0,32,0,800,0,0.0,0.0,32,0,800,0,0.0,0.0,32,0,800,0,0.0,0.0,32,0,800,0,0.0,0.0,32,0,800,0,0.0,0.0,32,0,800,0,0.0,0.0
33,0.0,Wholesale/Retail Trade,Mazowieckie,0,8686201.12,8366444.73,319756.38999999873,0.0,319756.38999999873,0.0,319756.38999999873,60753.71409999976,800,60753.71409999976,48602971.27999981,A33,33,60754,800,48602971,0.0,0.0,33,60754,800,48602971,0.0,0.0,33,60754,800,48602971,0.0,0.0,33,60754,800,48602971,0.0,0.0,33,60754,800,48602971,0.0,0.0,33,60754,800,48602971,0.0,0.0,33,60754,800,48602971,0.0,0.0,33,60754,800,48602971,0.0,0.0,33,60754,800,48602971,0.0,0.0,33,60754,800,48602971,0.0,0.0,33,60754,800,48602971,0.0,0.0,33,60754,800,48602971,0.0,0.0,33,60754,800,48602971,0.0,0.0,33,60754,800,48602971,0.0,0.0,33,60754,800,48602971,0.0,0.0,33,60754,800,48602971,0.0,0.0
34,0.0,Wholesale/Retail Trade,Mazowieckie,0,8685809.84,8609380.66,76429.1799999997,0.0,64372.1099999997,0.0,64372.1099999997,12230.700899999943,800,12230.700899999943,9784560.719999954,A34,34,12231,800,9784561,0.0,0.0,34,12231,800,9784561,0.0,0.0,34,12231,800,9784561,0.0,0.0,34,12231,800,9784561,0.0,0.0,34,12231,800,9784561,0.0,0.0,34,12231,800,9784561,0.0,0.0,34,12231,800,9784561,0.0,0.0,34,12231,800,9784561,0.0,0.0,34,12231,800,9784561,0.0,0.0,34,12231,800,9784561,0.0,0.0,34,12231,800,9784561,0.0,0.0,34,12231,800,9784561,0.0,0.0,34,12231,800,9784561,0.0,0.0,34,12231,800,9784561,0.0,0.0,34,12231,800,9784561,0.0,0.0,34,12231,800,9784561,0.0,0.0
35,0.0,Not determined,Mazowieckie,0,8685537.34,7938615.54,746921.7999999998,0.0,746921.7999999998,0.0,746921.7999999998,141915.14199999996,800,141915.14199999996,113532113.59999996,A35,35,141915,800,113532114,0.0,0.0,35,141915,800,113532114,0.0,0.0,35,141915,800,113532114,0.0,0.0,35,141915,800,113532114,0.0,0.0,35,141915,800,113532114,0.0,0.0,35,141915,800,113532114,0.0,0.0,35,141915,800,113532114,0.0,0.0,35,141915,800,113532114,0.0,0.0,35,141915,800,113532114,0.0,0.0,35,141915,800,113532114,0.0,0.0,35,141915,800,113532114,0.0,0.0,35,141915,800,113532114,0.0,0.0,35,141915,800,113532114,0.0,0.0,35,141915,800,113532114,0.0,0.0,35,141915,800,113532114,0.0,0.0,35,141915,800,113532114,0.0,0.0
36,0.0,Manufacturing,Małopolskie,0,8685243.63,7201384.67,1483858.960000001,0.0,1483858.960000001,0.0,1483858.960000001,281933.2024000002,800,281933.2024000002,225546561.92000014,A36,36,281933,800,225546562,0.0,0.0,36,281933,800,225546562,0.0,0.0,36,281933,800,225546562,0.0,0.0,36,281933,800,225546562,0.0,0.0,36,281933,800,225546562,0.0,0.0,36,281933,800,225546562,0.0,0.0,36,281933,800,225546562,0.0,0.0,36,281933,800,225546562,0.0,0.0,36,281933,800,225546562,0.0,0.0,36,281933,800,225546562,0.0,0.0,36,281933,800,225546562,0.0,0.0,36,281933,800,225546562,0.0,0.0,36,281933,800,225546562,0.0,0.0,36,281933,800,225546562,0.0,0.0,36,281933,800,225546562,0.0,0.0,36,281933,800,225546562,0.0,0.0
37,0.0,Admin and Support Services,Mazowieckie,0,8684418.65,8636099.97,48318.6799999997,0.0,48318.6799999997,0.0,48318.6799999997,9180.549199999943,800,9180.549199999943,7344439.359999955,A37,37,9181,800,7344439,0.0,0.0,37,9181,800,7344439,0.0,0.0,37,9181,800,7344439,0.0,0.0,37,9181,800,7344439,0.0,0.0,37,9181,800,7344439,0.0,0.0,37,9181,800,7344439,0.0,0.0,37,9181,800,7344439,0.0,0.0,37,9181,800,7344439,0.0,0.0,37,9181,800,7344439,0.0,0.0,37,9181,800,7344439,0.0,0.0,37,9181,800,7344439,0.0,0.0,37,9181,800,7344439,0.0,0.0,37,9181,800,7344439,0.0,0.0,37,9181,800,7344439,0.0,0.0,37,9181,800,7344439,0.0,0.0,37,9181,800,7344439,0.0,0.0
38,0.0,Construction,Małopolskie,0,8681645.95,7944306.58,737339.3699999992,0.0,737339.3699999992,0.0,737339.3699999992,140094.48029999985,800,140094.48029999985,112075584.23999988,A38,38,140094,800,112075584,0.0,0.0,38,140094,800,112075584,0.0,0.0,38,140094,800,112075584,0.0,0.0,38,140094,800,112075584,0.0,0.0,38,140094,800,112075584,0.0,0.0,38,140094,800,112075584,0.0,0.0,38,140094,800,112075584,0.0,0.0,38,140094,800,112075584,0.0,0.0,38,140094,800,112075584,0.0,0.0,38,140094,800,112075584,0.0,0.0,38,140094,800,112075584,0.0,0.0,38,140094,800,112075584,0.0,0.0,38,140094,800,112075584,0.0,0.0,38,140094,800,112075584,0.0,0.0,38,140094,800,112075584,0.0,0.0,38,140094,800,112075584,0.0,0.0
39,0.0,Wholesale/Retail Trade,Małopolskie,0,8680714.27,8666860.83,13853.439999999478,0.0,10870.419999999478,0.0,10870.419999999478,2065.379799999901,800,2065.379799999901,1652303.839999921,A39,39,2065,800,1652304,0.0,0.0,39,2065,800,1652304,0.0,0.0,39,2065,800,1652304,0.0,0.0,39,2065,800,1652304,0.0,0.0,39,2065,800,1652304,0.0,0.0,39,2065,800,1652304,0.0,0.0,39,2065,800,1652304,0.0,0.0,39,2065,800,1652304,0.0,0.0,39,2065,800,1652304,0.0,0.0,39,2065,800,1652304,0.0,0.0,39,2065,800,1652304,0.0,0.0,39,2065,800,1652304,0.0,0.0,39,2065,800,1652304,0.0,0.0,39,2065,800,1652304,0.0,0.0,39,2065,800,1652304,0.0,0.0,39,2065,800,1652304,0.0,0.0
40,0.0,Health,Małopolskie,0,8680472.34,8573167.4,107304.93999999948,86371.94,20932.999999999476,0.0,20932.999999999476,3977.2699999999004,800,3977.2699999999004,3181815.9999999204,A40,40,3977,800,3181816,0.0,0.0,40,3977,800,3181816,0.0,0.0,40,20388,800,16310351,13.128534879999998,13.128534879999998,40,3977,800,3181816,0.0,0.0,40,3977,800,3181816,0.0,0.0,40,3977,800,3181816,0.0,0.0,40,3977,800,3181816,0.0,0.0,40,3977,800,3181816,0.0,0.0,40,3977,800,3181816,0.0,0.0,40,3977,800,3181816,0.0,0.0,40,3977,800,3181816,0.0,0.0,40,3977,800,3181816,0.0,0.0,40,3977,800,3181816,0.0,0.0,40,3977,800,3181816,0.0,0.0,40,3977,800,3181816,0.0,0.0,40,3977,800,3181816,0.0,0.0
41,0.0,Wholesale/Retail Trade,Dolnośląskie,0,8680323.5,8427916.13,252407.36999999918,0.0,252407.36999999918,0.0,252407.36999999918,47957.40029999985,800,47957.40029999985,38365920.239999875,A41,41,47957,800,38365920,0.0,0.0,41,47957,800,38365920,0.0,0.0,41,47957,800,38365920,0.0,0.0,41,47957,800,38365920,0.0,0.0,41,47957,800,38365920,0.0,0.0,41,47957,800,38365920,0.0,0.0,41,47957,800,38365920,0.0,0.0,41,47957,800,38365920,0.0,0.0,41,47957,800,38365920,0.0,0.0,41,47957,800,38365920,0.0,0.0,41,47957,800,38365920,0.0,0.0,41,47957,800,38365920,0.0,0.0,41,47957,800,38365920,0.0,0.0,41,47957,800,38365920,0.0,0.0,41,47957,800,38365920,0.0,0.0,41,47957,800,38365920,0.0,0.0
42,0.0,Wholesale/Retail Trade,Warmińsko-Mazurskie,0,8679652.66,8550785.84,128866.8200000003,0.0,128866.8200000003,0.0,128866.8200000003,24484.695800000056,800,24484.695800000056,19587756.640000045,A42,42,24485,800,19587757,0.0,0.0,42,24485,800,19587757,0.0,0.0,42,24485,800,19587757,0.0,0.0,42,24485,800,19587757,0.0,0.0,42,24485,800,19587757,0.0,0.0,42,24485,800,19587757,0.0,0.0,42,24485,800,19587757,0.0,0.0,42,24485,800,19587757,0.0,0.0,42,24485,800,19587757,0.0,0.0,42,24485,800,19587757,0.0,0.0,42,24485,800,19587757,0.0,0.0,42,24485,800,19587757,0.0,0.0,42,24485,800,19587757,0.0,0.0,42,24485,800,19587757,0.0,0.0,42,24485,800,19587757,0.0,0.0,42,24485,800,19587757,0.0,0.0
43,0.0,Not determined,Warmińsko-Mazurskie,0,8679273.77,6968731.26,1710542.5099999998,1614080.85,84187.12999999968,0.0,84187.12999999968,15995.55469999994,800,15995.55469999994,12796443.759999953,A43,43,15996,800,12796444,0.0,0.0,43,15996,800,12796444,0.0,0.0,43,15996,800,12796444,0.0,0.0,43,15996,800,12796444,0.0,0.0,43,322671,800,258136733,245.34028920000003,245.34028920000003,43,15996,800,12796444,0.0,0.0,43,15996,800,12796444,0.0,0.0,43,15996,800,12796444,0.0,0.0,43,15996,800,12796444,0.0,0.0,43,15996,800,12796444,0.0,0.0,43,15996,800,12796444,0.0,0.0,43,15996,800,12796444,0.0,0.0,43,15996,800,12796444,0.0,0.0,43,15996,800,12796444,0.0,0.0,43,15996,800,12796444,0.0,0.0,43,15996,800,12796444,0.0,0.0
44,0.0,Manufacturing,Małopolskie,0,8678381.08,7950382.79,727998.29,0.0,727998.29,0.0,727998.29,138319.67510000002,800,138319.67510000002,110655740.08000001,A44,44,138320,800,110655740,0.0,0.0,44,138320,800,110655740,0.0,0.0,44,138320,800,110655740,0.0,0.0,44,138320,800,110655740,0.0,0.0,44,138320,800,110655740,0.0,0.0,44,138320,800,110655740,0.0,0.0,44,138320,800,110655740,0.0,0.0,44,138320,800,110655740,0.0,0.0,44,138320,800,110655740,0.0,0.0,44,138320,800,110655740,0.0,0.0,44,138320,800,110655740,0.0,0.0,44,138320,800,110655740,0.0,0.0,44,138320,800,110655740,0.0,0.0,44,138320,800,110655740,0.0,0.0,44,138320,800,110655740,0.0,0.0,44,138320,800,110655740,0.0,0.0
45,0.0,Wholesale/Retail Trade,Wielkopolskie,0,8678326.77,7201489.29,1476837.4799999995,0.0,1476837.4799999995,0.0,1476837.4799999995,280599.12119999994,800,280599.12119999994,224479296.95999995,A45,45,280599,800,224479297,0.0,0.0,45,280599,800,224479297,0.0,0.0,45,280599,800,224479297,0.0,0.0,45,280599,800,224479297,0.0,0.0,45,280599,800,224479297,0.0,0.0,45,280599,800,224479297,0.0,0.0,45,280599,800,224479297,0.0,0.0,45,280599,800,224479297,0.0,0.0,45,280599,800,224479297,0.0,0.0,45,280599,800,224479297,0.0,0.0,45,280599,800,224479297,0.0,0.0,45,280599,800,224479297,0.0,0.0,45,280599,800,224479297,0.0,0.0,45,280599,800,224479297,0.0,0.0,45,280599,800,224479297,0.0,0.0,45,280599,800,224479297,0.0,0.0
46,0.0,Construction,Śląskie,0,8676372.9,8351198.65,325174.25,0.0,325174.25,0.0,325174.25,61783.1075,800,61783.1075,49426486.0,A46,46,61783,800,49426486,0.0,0.0,46,61783,800,49426486,0.0,0.0,46,61783,800,49426486,0.0,0.0,46,61783,800,49426486,0.0,0.0,46,61783,800,49426486,0.0,0.0,46,61783,800,49426486,0.0,0.0,46,61783,800,49426486,0.0,0.0,46,61783,800,49426486,0.0,0.0,46,61783,800,49426486,0.0,0.0,46,61783,800,49426486,0.0,0.0,46,61783,800,49426486,0.0,0.0,46,61783,800,49426486,0.0,0.0,46,61783,800,49426486,0.0,0.0,46,61783,800,49426486,0.0,0.0,46,61783,800,49426486,0.0,0.0,46,61783,800,49426486,0.0,0.0
47,0.0,Wholesale/Retail Trade,Dolnośląskie,0,8676121.97,8532753.23,143368.74000000022,140966.29,2402.4500000002154,0.0,2402.4500000002154,456.46550000004095,800,456.46550000004095,365172.40000003274,A47,47,456,800,365172,0.0,0.0,47,24764,800,19811166,19.445993840000003,19.445993840000003,47,456,800,365172,0.0,0.0,47,456,800,365172,0.0,0.0,47,456,800,365172,0.0,0.0,47,456,800,365172,0.0,0.0,47,456,800,365172,0.0,0.0,47,456,800,365172,0.0,0.0,47,456,800,365172,0.0,0.0,47,456,800,365172,0.0,0.0,47,456,800,365172,0.0,0.0,47,2933,800,2346055,1.9808822400000015,1.9808822400000015,47,456,800,365172,0.0,0.0,47,456,800,365172,0.0,0.0,47,456,800,365172,0.0,0.0,47,456,800,365172,0.0,0.0
